,comment,sentiment,positive,negative
508,화장... 아.. 세수하고 로션 바르는 것도 힘든 나에게는 고역이다. 모두 화장하는 세상... 지옥이다. 그냥 하고싶은 사람 하고 말고 싶은 사람 말았으면 좋겠다.그리고 내 눈에는 화장하는 남자가 이상하게 보이는 것은 사실이다. 그 생각도 고치라고는 말았으면 좋겠네.. 친구..,Negative,0.05912282317876816,0.9408771991729736
509,"화장하든지 말둔지 ㅇㅅㅇ 냅듀지 오ㅑ구랴진짜 ㅜㅜ  남자가 화장하는거 좋아 크게도 안바라고 선크림+눈썹+ 향수 까지라도 해주라 ,,,",Negative,0.0034725929144769907,0.9965274333953857
515,정말한국은 오지랖하는사람이 너무많다... 화장은 자유인거고 여자한테 화장하라고강요하는것도 별로고 남자한테 화장한다고 욕하는것도 이해가안된다ㅡ 하고싶으니까하는거지,Negative,0.06851153075695038,0.9314884543418884
516,..?? 난 여자든 남자든 어느정도 깔끔한 화장하는게 더 좋은데,Negative,0.048620983958244324,0.9513790011405945
519,내가 꾸미니까 안꾸미는사람 쳐다도 보기싫음 친구말고 연인으로써안꾸미는데 예쁘고 잘생긴 사람만 찾을하니 문제 ㅜㅜ~~,Negative,0.006418927107006311,0.9935810565948486
521,남자아이돌은 화장하면 아무말 안하면서 그냥시민은 욕함..,Negative,0.002348574111238122,0.9976513981819153
525,남자 연예인들도 화장 다 하는데 연예인보고는 게이다 뭐 이상하다 이런말 안하면서 꼭 일반인들이 화장하면 이러드라,Negative,0.006242494098842144,0.9937574863433838
526,아니 그럼.. 남자아이돌도 다 화장하면잘생겼다고하고 그냥 평범한 남자가 화장하면 뭐지.. 외국에는 남자가 화장했는데 화장모델도 했는데 뭐..,Negative,0.0019554689060896635,0.9980445504188538
531,솔직히 남자 아이돌도 화장하는데 왜 이분들한테만 뭐라하죠;;,Negative,0.13034257292747498,0.8696573972702026
535,화장하는건 전혀 문제없다고보는 1ㅅ.근데 미국에선 그러고 다니지 마시길.. 게이로 오해받음,Negative,0.057872068136930466,0.9421279430389404
536,남자도 화장할수있지 뭐 근데ㄹㅇ 여자만큼 화장하거나 더 심하게 하는건 솔직히 조큼 그럼;;,Negative,0.005165278445929289,0.9948347806930542
538,왜 화장하는 남자연예인에게는 왜 화장하냐 라는 말은 하지도 않으면서 일반인한테는 뭐라는거 이해 나만 안돼냐,Negative,0.003563379868865013,0.9964366555213928
545,솔직히 말하면  남자가 화장한다고 욕먹으면 연예인들  도 욕먹어야하는게 공평?한데  연예인은 좋다하고 저분들이나 일반인은 왜 욕하는지 모르겠어요.....,Negative,0.0687616765499115,0.9312383532524109
547,그래도 남자중에 학교에서 화장하는 시키있는데.. 선생님이 남자인데 화장왜하냐고 묻지는 않음..... 좀 무섭긴한데...,Negative,0.04785709083080292,0.9521428942680359
548,러시아에서 저러면 죽도록 쳐맞는다 진짜,Negative,0.006631617434322834,0.9933683276176453
552,안꾸미는것보다 훨 나으니까 오지랖좀 그만ㅜㅜㅠ,Negative,0.04006163403391838,0.9599383473396301
554,난 화장한 남자분들 괜찮습다 폐인처럼 다니는것보다 잘생기게 꾸미고 다니는게 더 낫지않음??ㅋㅋ,Negative,0.11038441210985184,0.8896155953407288
560,"남자가 여자처럼 막 화장하는건 이상한게 맞다. 근데 다른 사람이 봤을때 ""아 이사람은 얼굴 관리 하는 사람이구나""  ""꾸미고 다니는 사람이구나"" 라고 생각하는건 이상한게 아니지 남자는 머리빨 이라고? 웃기지 마라 다크서클에 피부 더럽고 윤기없고 여드름 뾰루지 나있고 입술은 창백한데 머리만 좋게 꾸미면 뭐하나? 기본적으로 얼굴도 꾸며야 멋져보이는 거다",Negative,0.03761262446641922,0.9623873829841614
561,???: 화장하는남자 쪽팔리면 왜 래퍼했냐?,Negative,0.0015431434148922563,0.9984568357467651
562,저분들은 한국에서 태어난 게 다행입니다. 미국 호주 러시아 등등의 나라에서 저러고 다니면..,Negative,0.016321072354912758,0.983678936958313
563,남자든 여자든 하면 하는 거고 말면 마는거지 이게 진짜 논란이 될 이야기인감?,Negative,0.1241721659898758,0.8758278489112854
564,48초에 얘기하는 분 여자분들은 화장안하면 욕먹습니다. 저희 누나 회사갈때 아토피가 심해져서 화장안했더니 직원들이 개념없다 뭐라 말듣고 속상해했습니다.당장 제 여사친들이 안하면 꼭 뭐라하는 미친것들 많아요.여자가 안 꾸민다고 뭐라하는데 듣는 제가 짜증났습니다,Negative,0.01661522500216961,0.9833847880363464
565,화장하는게 문제가아니라 티나게 화장하니까 별로여서 그렇지;;,Negative,0.022762758657336235,0.9772372245788574
568,남자도 화장할 수도 있다고 생각하는데 남자는 하면 안돼라고 하면 연예인은 쌩얼로 활동해야 되잖아 연예인은 무슨 특별한 사람이고 연예인이 아닌 일반인은 하면 안돼는거야? 연예인도 순전히 직업일뿐인데...,Negative,0.0016585135599598289,0.9983415007591248
570,"화장 하거나 말거나 상관 않고 말 않는게 맞는거고충분히 보완 가능한 본인의 컴플렉스 등을 날것으로 방치해놓는건 자기 마음이지만, 보완하려고 하는 사람을 굳이굳이 까내리며 자기가 남성스러운거다! 하고 정신승리 하는게 더 꼴사나움...자기관리에는 외모를 가꾸는것 또한 포함될 수 있고 거기에 남녀는 상관없다고 생각함..",Negative,0.007599405013024807,0.992400586605072
572,송중기나 박보검이 화장하면 존멋 이러면서 그냥 남자가 화장하면 게이라고 하는거 자체가 이상한듯,Negative,0.005594446789473295,0.9944055676460266
573,여자들은 화장하고싶지않아도 사회적통념이 기본에티켓이라고 강요하는 분위기다. 알바에서도 화장안하면 뭐라고 한다며? 직장은 말이 필요없고..화장하다보면 은근 돈도 많이 들어가고  세안도 꼼꼼히 해야하고.. 사실 그 시간에 잠을 더 자고 싶은데ㅋㅋ  얼마나 신경쓸게많은건지 해봐야알아요 그런점에서화장하는남자 완전 극호임.. 화장할자유 화장하지않을자유ㅠ 남녀에게 모두 필요함,Negative,0.013434844091534615,0.9865651726722717
576,남성들도 꾸밀 자유가 있죠,Negative,0.09670975804328918,0.9032902121543884
578,헐 나 이상형이 자기자신을 꾸밀 줄 아는남자.....,Negative,0.12759092450141907,0.8724090456962585
579,진짜 ㄹㅇ 이해안됨 ㅋㅋ 주변 친구들도 남자가 화장하면 좀 그렇다 그러는데 ㅅㅂ 니들이 밥먹으면 좀 그래,Negative,0.0033187849912792444,0.996681272983551
582,"근데 진짜 내가 어릴때부터 생각했던거 진짜...왜 여자다움 남자다움이 뭔데!! 그리고 막 남자처럼? 여자처럼? 하고 다니면 너 왜그렇게 하고 다녀 너 이상해, 동성애자야? 이런말 하는거 자체가 이상하고ㅈ웃김 그렇게 꾸미고 싶은거지 왜 거기다 성정체성을 끼워 맞추냐고!!!!!",Negative,0.0013427184894680977,0.9986572861671448
585,연애인도 남자중 화장하는데 연애인한테는 말안하고 왜 저분들한테만 하는거지,Negative,0.020762145519256592,0.9792378544807434
587,세상에 못생긴 남자는 없다 노력하지않는 남자만 있을뿐.. 남자가 화장을 해야되는 시대가 왔습니다.. 화장하고 성형도 하고 노력하세요... 잘생겨질 수 있습니다 화이팅^^,Negative,0.020620152354240417,0.9793798327445984
589,말이되는소리를해랔ㅋㅋㅋ 그러면 티비에 가수들도 게이겠넼ㅋㅋㅋㅋ화장하니깐ㅋㅋㅋ,Negative,0.0015458647394552827,0.9984541535377502
592,근데 남자아이돌도 화장하는데왜 이런사람들한테만 그러는지이유좀......,Negative,0.00918036699295044,0.9908196330070496
594,왜 아이돌이나 연애인들을 화장한다고 뭐라 않하는 거임 ?이런것도 차별인데,Negative,0.023504409939050674,0.9764955639839172
598,다른 건 몰라도 여자 화장 안 하면 욕 겁나들음 글고 관리 안 하는 남자보다 관리하는 남자가 훨씬 나음,Negative,0.014253856614232063,0.9857460856437683
601,우리나라 고정관념 오짐ㅋㅋㅋㅋ남자가 화장하는게 어때서?내가 나를 꾸미고싶고 하고싶어서 하겠다는데 ㅋㅋ그럼 여자들은 화장왜해? 자기가 하고싶어서잖아ㅋㅋㅋ,Negative,0.014954807236790657,0.9850451946258545
602,남자여자 둘다 강제로 꾸밀이유 없음. 그러나 꾸미고 안꾸미고에 대해서 남이 뭐라고해선 안되는거임. 그러니까 남자들도 화장좀해라라는 말도 잘못된거임. 자기자윤데 강요하잖아.,Negative,0.0033578432630747557,0.9966421723365784
603,과하다? 그 기준은 누가 정하지?관리하고 꾸미는 내가 정하는 거야.,Negative,0.0014620258007198572,0.9985380172729492
604,"자신이  좋아하는 연예인들도 전부다 화장하는 데;;;;,;;",Negative,0.004267571028321981,0.9957324266433716
605,근데 화장을 잘보이고 싶어서 하는것도 있겠지만 그냥 보통 다 자기만족아닌가 .... ?,Negative,0.11261509358882904,0.8873848915100098
606,아니 근데화장품가게네 들어가기가 뭔가 쪽팔 ㅋㅋㅋㅋ못사겠어!!! ㅋㅋㅋㅋ,Negative,0.008795770816504955,0.9912042021751404
607,난 이렇게 생각한다.남자던 여자던 척! 나타났을때 예쁘고 잘생기면 그만.,Negative,0.00978371873497963,0.9902162551879883
615,여자에대한압박이 더 심하지... 후니언이랑 레오제이는 마인드 깨끗한데 안경...낀분.....우웨겡에게겍,Negative,0.011831876821815968,0.9881681203842163
616,여자들 화장 안하면 왜 안하냐고 뭐라 하더라고요,Negative,0.06934743374586105,0.9306525588035583
618,근데 외국나가도 남자가 화장하면 욕먹지않나,Negative,0.03574949875473976,0.9642505049705505
620,관리안하고 못생긴거보다 관리하는남자가 훨씬 나음,Negative,0.03520195558667183,0.9647980332374573
622,사람들시선신경쓰지 마시고.화장 당당하게하세요 저는 남자가화장해도 된다고 생각합니다!,Negative,0.05456149950623512,0.9454385042190552
623,긍대 왜 남자 아이돌은 화장하고 연애인 외애 남자가 화장하면 욕하지...,Negative,0.08341438323259354,0.9165856242179871
624,에휴  하여간 쓸데없이 오지랖은 넓어가지고 왜 그렇게 상처주는 말들을 쉽게하는건지 노이해본인이 하고싶은거 하면서 산다는건 멋있는건데 왜그렇게 욕하는지 모르겠음,Negative,0.002283977810293436,0.9977160692214966
625,남한테 잘보이려고 하는게 아니라 자기 만족 아닌가요?,Negative,0.02582141011953354,0.9741786122322083
629,화장하는 남자 좋은데 자기관리 하는거니까 이해안되는데 보이그룹이 화장하고 나오면 멋있게 생각하고 저사람들이 화장하면 게이같다는게 뭔 논리임 ?,Negative,0.050431009382009506,0.9495689868927002
632,남자분들 중에 가끔 얼굴 허옇게 뜨게 화장 하신 분들은 좀 그렇긴 함.거울로 보면 티가 잘 안 나지만 밖에서 보면 티 엄청 나던데.,Negative,0.005188995506614447,0.9948109984397888
633,남자도 화장하는게 맞다고 보는데...,Negative,0.06105124205350876,0.9389488101005554
634,하다못해 선크림이라도 바르던가 꼭 안꾸미는 사람들이 왈가왈부,Negative,0.002487720688804984,0.9975122809410095
635,남자연예인들도 다 화장하는걸 뭐.. 화장한다고 게이라니,Negative,0.02886858768761158,0.971131443977356
637,남친이 화장하면 좋깄다,Negative,0.016068074852228165,0.9839319586753845
639,우ㅜ저.. 만나봬면 얘기할게요. 몇가지는 이해가는데 몇가진 이해안가서 댓 달아요 여잔데 화장안하면 안하냐고 왕따시켜요,Negative,0.003951143939048052,0.9960488677024841
642,꾸미는게 더 낫다고 보는데,Negative,0.002494832966476679,0.9975051879882812
645,BB조금 바르구 입술조금만 신경쓰구다니는데...에에....,Negative,0.029721776023507118,0.9702782034873962
646,그럼 남자 연예인들도 다 게이라고 말하는것과 같은데....에효,Negative,0.05676843971014023,0.9432315826416016
648,아 그래서 아이돌들보고 게이팝이라 부르는구나,Negative,0.06753020733594894,0.9324697852134705
650,아니 남자가 화장하는게 어때서...난 화장안하는것 보다 화장하는게 더 자기관리 잘한다고 생각하는데그리고 남자가 화장한다고 게이야?나같으면 진짜 안하고 못생긴것보다 그냥 하고 잘생겨보이는게 좋겠다그리고 화장은 여자가 하는 거라고는 안보고 화장은 주로 여자가 한다고 생각함,Negative,0.00955277867615223,0.9904472231864929
655,당당하게 다녀요! 멋지세요! 죄도 아니고 화장한다고 누가 피흘리는것도 아니고 보고싶지 않으면 안보면 그만이지 왜 게이X끼라고 다른사람 면전에 대고 자기입까지 더럽혀가면서 욕하는건지 참.  남성분들만큼 근육키우고 머리 짧게하고있는 여성있으면 그 여성분한테가서 너여자 아니지? 이러는거랑 같은 맥락 아닌가,Negative,0.04458581656217575,0.9554141759872437
658,"아직도 지방이 밑지방이라 그런지 남자들이 관리하는 ( 눈썹 , 피부 , 등 ) 은 이질감이 없는데 나머지는 좀 이질감이 크게 느껴짐 한국에서 살아서 그런건지 선입견이 바로생김 게이같다고 느껴지고",Negative,0.010777976363897324,0.9892220497131348
660,화장하는게 뭐 어때서??우리나라는 아직까지도 남녀차별하는 사람들이 좀 있네,Negative,0.04047390818595886,0.9595260620117188
663,그럼 남자연예인들도 화장하는데 왜연예인들한테는 안그럼? 연예인이랑 저분들이랑 같은사람인데,Negative,0.11128941178321838,0.888710618019104
665,근대 막상 잘생긴 가수가 화장하면 섹시하다고 함,Negative,0.030304670333862305,0.9696953296661377
666,0:47 엥 안하면 주변에서 엄청 비꼬는데... ㅋㅋㅋ 우리나라사람들 너무 남한테 관심이 많아서 문제임,Negative,0.0016889577964320779,0.9983110427856445
669,화장은 자신의 자유인데 왜 남자가 화장하면 게이라고 생각하지...?,Negative,0.0803348645567894,0.9196651577949524
670,남자가 화장하는건 상관없지만 나는 못할듯...,Negative,0.003742370754480362,0.9962576627731323
673,김남욱님은 왜없지러고 생각함 ..ㅋㅋ,Negative,0.016226835548877716,0.9837731719017029
674,남자 아이돌들분들도 화장 하지 않으시나요?,Negative,0.006385773420333862,0.9936142563819885
677,연애인들도 화장하는데 그럼 보이그룹연애인들은 게이인거야..? 왜이리 생각들이 꼬여있지 내가 여자면 나다운게 여자다운거지뭐..ㅋㅋ,Negative,0.007362744305282831,0.9926372766494751
681,못생긴얼굴들고다닐바에 저분들처럼 좀 자기관리좀했음... 근데 할거면 잘했음좋겠다(여자도마찬가지지만!) 비비 다 뜨고다니는건 좀 그래...ㅋㅋ,Negative,0.0027726662810891867,0.9972273111343384
683,"화장가지고 머라 하는 사람들 싫긴 한데 그 중에서 제일 싫은 사람여자는 화장이 예의라면서 정작 본인은 스킨로션 하나 제대로 안바르고 다니면서 괜히 혼자 남시선 느끼는거 쪽팔려해서 남자 화장하는거 가지고 핵ㅈㄹ하고 sns같은데 보면 화장하는 남자 많다 이런식으로 설득시킬려 하면 ""우리가 무슨 연예인이냐""이러고 그러면서 남자 연예인 보면 부럽네 혼자 다른 세상 사네 난 왜 저런 얼굴이 아니냐 이런 꼴값 떠는 남자 너무 싫다.",Negative,0.00480213388800621,0.9951978921890259
685,뭐 근육인는 쭉쭉 빵빵보다 화장하는게 더좋은데,Negative,0.0113532030954957,0.9886467456817627
688,맞아뭐가어때서,Negative,0.11201106756925583,0.8879888653755188
691,아니 호불호가 갈리면 갈리는거지 그렇다고 욕을하면되나 ㅋㅋㅋㅋ솔직히 남자여자 다를게 뭐있다고 그것도 차별아니가 ㅋㅋ 여자는되고 남자는 왜안되지 이해가안되네,Negative,0.061285000294446945,0.9387149810791016
692,아니 남자가 화장을 하든말든 여자가 화장을 안하든 말든. 기초화장 제외하고  신경꺼라 좀. 밑에 댓글에 화장=자기관리 라고 하는 사람있는데 깨끗하기만 하면 되는거 아님? 왜 눈썹정리하고 기본 베이스 바르라고 그러냐 ㅋㅋㅋㅋㅋㅋ ㅋ난여잔데 아무것도 안함. 화장끼 싫어해서,Negative,0.0024122868198901415,0.9975877404212952
693,게이는 욕이 아닙니다 ... 왜 게이냐 여자냐는 말이 놀림거리가 돼야 하죠..?,Negative,0.0493101105093956,0.9506899118423462
694,음.. 화장에 전혀 관심 없는 남자 입장에서 정말 솔직히 말하자면 화장하는 남자 유튜버들 화장이 좀 과한 건 사실임..... 근데 그게 뭐? 이런 사람도 있고 저런 사람도 있는 거지 그걸 가지고 욕지거리 하는 게 더 비정상 아니냐? 무슨 범죄를 저지르는 것도 아니고.. 그리고 보기 싫으면 안 보면 되지 쫓아다니면서 욕지거리 하는 쟤들 인생이 더 불쌍ㅠ 관심 구걸하는 거지 뭐 ㅋㅋㅋㅋ 근데 나 이해 안되는게 댓글에 왜 남자들한테 화장 하라고 난리지? 여자들은 무슨 탈코 한다고 화장도 안 하지 않았음?? 뭐야......,Negative,0.007023339159786701,0.9929766654968262
697,그냥 하고 잘생긴게 나음,Negative,0.0029570835176855326,0.9970429539680481
699,남자가 화장하면 뭐라하고여자가 화장안하면 뭐라하고 ㅅㅂ,Negative,0.015919100493192673,0.9840808510780334
703,화장은 자기자신을 멋있게 또는 꾸미는거라고 부모님께서 말씀 해주셨는데.... 화장한다고 게이라뇨?? 당최 이해가 안갑니다 설명해주실분??,Negative,0.0027223960496485233,0.997277557849884
707,너 왜 화장 안해? 라는 말을 안 한다고..?,Negative,0.08874068409204483,0.9112593531608582
710,남자도 화장 할 수 있습니다,Negative,0.011056630872189999,0.9889433979988098
717,눈썹정리까지는 괜찮은데..음 난 못하겟다,Negative,0.001364131923764944,0.9986358880996704
718,진짜 사람들 제발 오지랖좀..작작 부려라 남 한테 신경좀 끄시길,Negative,0.1380728930234909,0.8619270920753479
721,여자들한테 왜 화장안하냐고 하는 사람도 많은데.. 지 얼굴이나 신경쓰지,Negative,0.036170605570077896,0.9638293981552124
723,화장은 자기 자유 아닌가,Negative,0.06481204926967621,0.9351879358291626
724,화장이 좋고 나쁘고떠나서 여자들이 그래도 자기영역이 화장이고 그걸로이쁨을 강조하는데 남자가해서 좋을까,Negative,0.006643747910857201,0.9933562278747559
725,솔직히 더럽고 안꾸미는것보다 화장하고 옷 제대로 입는게 낫지않나?,Negative,0.005519120488315821,0.9944809079170227
726,화장해도 여자처럼 화장하는거아닌데.. 입술 빨갛고 불터치 찐하게 하는것도 아닌데. 애교살같은것도 안그리고. 이건 걍 아이돌수준이지 머. 솔직히 화장하는남자가싫은게 아니라 전 게인적으로 여성스럽게 화장하는남자가 별로임..이뻐보이려고 화장하는거 여성스러운거란얘기지..근데 이분들은 메이컵하면 이쁜거보다 피부가 더 좋아지고 더 멋진거같음,Negative,0.0013387035578489304,0.9986612796783447
727,남자 연예인들도 화장하는데 왜 연예인은 욕 안 함? 어이가 없네,Negative,0.0014220495941117406,0.9985779523849487
728,요즘은 여자들 보고 화장 안해도 된다그러고 남자한테는 화장좀 하라그러네,Negative,0.04168213903903961,0.9583178758621216
729,남자도 여드름이나 트러블 나지 않나요..? 여자들은 (다른 해결방안도 많지만) 화장품으로 가리면 되는데 또 여자가 누구에게 잘 보이고 싶은 이유나 다른 이유등등으로 외모가 더 이쁘게 꾸며지고 싶어 화장하는 이유가 큰데 남자는 뭐 그런 생각 안드나요..? 성별이 솔직히 무슨 상관임,Negative,0.06625961512327194,0.9337404370307922
730,찌질하게 자기랑 다르다고 욕하네,Negative,0.004220695700496435,0.9957793354988098
733,일반인 남성들이 화장하면 왜 갸지랄임 관리하는 남자가짱임,Negative,0.09131526201963425,0.9086847901344299
735,꾸미는건 예나 지금이나 다 똑같지..연예인이라고 화장하고 일반인이라고 화장하면 안되고.. 그런게 어딨나요 세상에..,Negative,0.0018565055215731263,0.9981434941291809
736,남자가 화장하는게 이상하면 남자아이돌은 왜 화장하는건데 남자아이돌도 남자야,Negative,0.013229676522314548,0.9867702722549438
740,아니...제발좀 하고다니라고 지들이 비정상인데 뭐 화장하는 남자를욕하냐자신을 가꾸고 꾸미는게 을매냐 보기좋냐그리고 남에게 잘보여주는 화장도물론 어느정도 화장하는 이유에 포함되지만 자기만족이 가장큰것같음 옷핏과 내자신을 위해 살빼는것처러,Negative,0.002587546594440937,0.9974125027656555
743,남자다움..여성스러움..학생답게..이게 다 뭐죠..;,Negative,0.01267895009368658,0.9873210787773132
744,썸네일 보니까 왜 화장하는지 알겠다,Negative,0.012782962061464787,0.9872170090675354
751,한가지만 짚고 넘어갔으면 좋겠어요. 여자들은 남에게 잘보이려고 화장하는거 아니구요.자기만족입니다. 내가 좋으니까 하는거에요.,Negative,0.015536341816186905,0.984463632106781
752,왜 무조건 여자들은 화장해야하고 남자들은 왜 화장하면 안됨??ㅋㅋㅋㅋ,Negative,0.025907285511493683,0.9740926623344421
753,남자가 화장하지 말라는 이유 있어?,Negative,0.012697676196694374,0.987302303314209
756,요즘은 앵성평등 시대아닌감??..??(아이돌은 뭐임?),Negative,0.018297981470823288,0.9817020297050476
757,화장 잣대에 눌려서 했다고 피해자 코스프레하던 여성들이 이제는 그 잣대를 남자한테 들이미는데 이걸 받아? ㅋㅋㅋㅋㅋ 멍청한 놈들 니들때문에 귀찮은짓 해야하는거야 화장은 절대 자기관리 측면이 아니야 얼굴에 내꺼 아닌거에 집착해서 그림 그리는게 잘하는 짓이야? 이제는 강요를 하는데? 꼬우면 너도 해 너는 좀 해라 이런식으로 밖에 말 못하잖아,Negative,0.0035492321476340294,0.9964507818222046
758,"남자는 화장하는 거 아니라면서 내빼는 사람들일수록 여자는 이래야 한다, 이러는건 여자답지 못하다 하면서 여성비하를 자주 일삼더라.",Negative,0.02798478864133358,0.9720152616500854
759,그럼 왜 남자아이돌은 화장합니까 ? 그럼 남자아이돌도 생얼로 다녀야죠그냥 남자들도 나 잘생겨 보이고 싶으니까 화장이라도 해야지 하고 하는건데 그렇다고 남자를 비난하는거는 아니잖아요,Negative,0.011617130599915981,0.988382875919342
760,화장한다고 게이면 연예인들은 다 게이려나?;,Negative,0.0025487986858934164,0.9974511861801147
761,남자는 화장하면 안된다는거 이해 안감,Negative,0.027529938146471977,0.9724700450897217
766,뭐그러면 연애인도 화장하니깐 XXXX야?,Negative,0.003903805511072278,0.9960961937904358
767,"남성분들의 화장은 본인의 자유이고, 응원하는 입장에서 이 영상에 이부분이 걸리네요. 남자가 화장을 하면 이상하게 보고 남성성을 어기는 이상한 사람취급 당하는 것을 반발하시면서 근거로 여자가 화장을 안하면 여성성을 벗어나는 사람 취급당하지 않잖아요라고 하시는 부분이..여자분들 화장안하면 왜 안하냐, 머리자르면 남자냐, 남자가 되고싶냐 소리 듣는거 맞거든요. 예시를 저렇게 드시는건 아닌것 같네요.",Negative,0.14847923815250397,0.8515207767486572
768,ㄹㅇ 가꾸는게 훨 나음,Negative,0.0026215382385998964,0.9973784685134888
769,왜 화장하면 게이라고 그렇게 단정짓나..,Negative,0.11615414917469025,0.883845865726471
772,남자가 화장하면 죈가요?여자만 화장하는거 아닙니다 기억하세요,Negative,0.07741712033748627,0.9225828647613525
778,아..근데 첨에 오프닝(?)부분에 립스틱아깝다...,Negative,0.14042499661445618,0.8595750331878662
779,꾸미는 것은 죄가 아닙니다. 남자들도 좀 꾸며야 더 잘생겨 보입니다.,Negative,0.09898177534341812,0.9010182023048401
780,근데 남자뷰튜버 다들 그거 맞음 ㅋㅋㅋㅋㅋㅋㅋ,Negative,0.1389908790588379,0.8610091209411621
782,욕할 시간에 제발... 눈썹 정리랑 코털 정리 피부 베이스 정도만 좀 해줘라 진짜 제발...그 얼굴로 키보드 두드리기 안 창피하니...? 최소 너네는 안 만나줄 거니까 꿈 깨고...,Negative,0.0053176116198301315,0.9946823716163635
785,그냥 피부관리나 받던가... 피부공부를 하는게 낫겠다...,Negative,0.001415848033502698,0.9985841512680054
788,아니 하 화장품가게 진짜 겁나불편해요 올리브영 롭스 같은 그런데는 상관안쓰는데 다른데는 다 여자친구줄꺼냐고 어이없어요 결국 하나도 사고싶진않아요 그냥 물어보지 말아주실래요? 저희가 물어볼게요,Negative,0.0017632025992497802,0.9982368350028992
789,남자다움은 뭐고 여자다움은 뭐야? 꾸미고 화장하면 여자다운거? 남자가 화장할 수 있는거고 여자가 화장 안할 수 있는거고.. 자,Negative,0.0016987738199532032,0.9983012080192566
790,호 ㅏ장가지고 뭐라하는 사람들아 .. 자기관리나 제대로 하시길,Negative,0.11963541805744171,0.8803645968437195
797,0:48 아니요오 그런시선없지않아요,Negative,0.007654913235455751,0.9923450350761414
798,뭐 화장하는게 문젠가요?,Negative,0.012769724242389202,0.9872303009033203
800,화니가 그 화니가 아닌거 같은데요??ㅋㅋㅋㅋ 밑에 링크있는데 여기서 나온 화니님 아닌데요 수정해주세요,Negative,0.11524642258882523,0.8847535848617554
803,애초에 남들이 뭘하든 뭐 그리 관심이 많지.. 오지라퍼들아 너네 앞길이나 신경 쓰세요,Negative,0.14624616503715515,0.8537538647651672
804,남자들이 화장 한다고 게이면 남자 아이돌 남자 연예인도 게이 아님?,Negative,0.004327773116528988,0.9956722259521484
806,왜!! 화장하면 안돼나?!,Negative,0.039638668298721313,0.9603613615036011
807,아니 뭐 남자들한테 화장을 강요하고 싶은 건 아니지만.......... 그래도 눈썹 정리를 좀 한다던가... 피부 관리 이런것들도 좀 기본적으로 하고 다녔으면 좋겠다... 솔직히 여자들도 적당히 관리 하는 남자들을 더 선호하는 것 같은데,Negative,0.008536025881767273,0.9914640188217163
809,남아이돌 촬영할 때 화장하면 다 게이인가 이해가 안돼...,Negative,0.12078884989023209,0.8792111277580261
811,음...여기나오신 분들은 남자 여자를 다 떠나서..뷰티유투버라고도 말하기도 애매한 어중이 떠중이,Negative,0.0014019983354955912,0.9985979795455933
812,로션도 안 바르고 나도니는 꺼칠은 남자가 더 보기 싫지 않냐,Negative,0.0019383119652047753,0.9980617165565491
815,크리에이터기 화장하면 왜 욕먹는지 모르겠네요 남자아이돌도 다 화장하는데,Negative,0.11604688316583633,0.8839530944824219
817,제발 화장 했으면 좋겠고요.. 대체 무슨자신감으로 안하고 다니나 싶은데ㅠ,Negative,0.011846940964460373,0.9881530404090881
820,남자도 좀 꾸며라 하시는분들 그거 코르셋 아닌가요? 본인들은 탈코르셋 한다고 하면서 남성들에게는 코르셋 씌우는 이중성 뭐죠?,Negative,0.0031046357471495867,0.9968953728675842
821,눈썹정리도 안하면서 난리야ㅡ.ㅡ,Negative,0.018959006294608116,0.9810410141944885
823,일반 남자가 화장하면 왜 모라함??그럼 남자 아이돌이나 배우는 화장안함??,Negative,0.017623499035835266,0.9823765158653259
824,일단 저는 여잔데요 남자들도 화장하라고 하지 마세요.. 화장을 하든지 말든지 자기맘이죠. 여자들도 화장안하는 여자들 많고 남자들 에서도 화장을 하는 남자들도 많아요. 이게 여자한테 화장 강요하는거랑 다를게 뭐예요????? 화장을 하든 말든 그분들의 각자 마음이니까 일부 여자분들 강요하지마세요,Negative,0.01059770118445158,0.9894022941589355
825,"화장을 해서 얼굴이 전보다 더 좋아보인다면 그게 더 좋은거 아님? 진짜 이해 안감.. 화장을 남자가 하면 피부가 썩거나 그런것도 아닌데, 그것도 화장을 하는 당사자가 아닌 제 3자인 새끼들이 왜 지랄인지도 모르겠구 그냥 오지랖 그만좀 부리고 살았으면 좋겠다 진짜 인식에 문제 있는 사람들 많음 여자다움 남자다움 추구하는것도 진짜 문제 있고",Negative,0.003838383127003908,0.9961616396903992
826,남자다움 여자다움이란건 없는거 같음 남자가 조용하고 게임 운동을 싫어하더라도 그냥 본인 성격이 그런건데 여성스럽다 라고 말하는게 이상함,Negative,0.004567308817058802,0.9954326748847961
827,난 솔직히 화장안하고 피지며 모공이며 여드름이며 이런거 드러내고 다니는게 더싫던데...;;조금이라도 더 가꿔서 얘뻐지는게 좋을텐데??;;;;,Negative,0.020258065313100815,0.9797419309616089
828,자기가 하고싶으면 하는거지뭐  자기가 좋아하는거 하는데  오지랖좀 그만 부리소  내취향은   여자생얼이 좋드라 필자도 화장 안하는 스타일,Negative,0.013011623173952103,0.9869884252548218
829,솔직히꾸미는 남자가 더나음,Negative,0.008376991376280785,0.9916229844093323
